KEGG_ID,Name,Path
K02778,"PTS system, glucose-specific IIB component [EC:2.7.1.199]",Metabolism; Carbohydrate metabolism; Glycolysis / Gluconeogenesis | Metabolism; Carbohydrate metabolism; Amino sugar and nucleotide sugar metabolism | Environmental Information Processing; Membrane transport; Phosphotransferase system (PTS) | Cellular Processes; Cellular community - prokaryotes; Biofilm formation - Vibrio cholerae | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters
K02779,"PTS system, glucose-specific IIC component",Metabolism; Carbohydrate metabolism; Glycolysis / Gluconeogenesis | Metabolism; Carbohydrate metabolism; Amino sugar and nucleotide sugar metabolism | Environmental Information Processing; Membrane transport; Phosphotransferase system (PTS) | Cellular Processes; Cellular community - prokaryotes; Biofilm formation - Vibrio cholerae | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters
K02784,phosphocarrier protein HPr,Environmental Information Processing; Membrane transport; Phosphotransferase system (PTS) | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters
K02803,"PTS system, N-acetylglucosamine-specific IIB component [EC:2.7.1.193]",Metabolism; Carbohydrate metabolism; Amino sugar and nucleotide sugar metabolism | Environmental Information Processing; Membrane transport; Phosphotransferase system (PTS) | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters
K02804,"PTS system, N-acetylglucosamine-specific IIC component",Metabolism; Carbohydrate metabolism; Amino sugar and nucleotide sugar metabolism | Environmental Information Processing; Membrane transport; Phosphotransferase system (PTS) | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters
K02806,"PTS system, nitrogen regulatory IIA component [EC:2.7.1.-]",Environmental Information Processing; Membrane transport; Phosphotransferase system (PTS) | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters
K02809,"PTS system, sucrose-specific IIB component [EC:2.7.1.211]",Metabolism; Carbohydrate metabolism; Starch and sucrose metabolism | Environmental Information Processing; Membrane transport; Phosphotransferase system (PTS) | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters
K02810,"PTS system, sucrose-specific IIC component",Metabolism; Carbohydrate metabolism; Starch and sucrose metabolism | Environmental Information Processing; Membrane transport; Phosphotransferase system (PTS) | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters
K02824,uracil permease,Brite Hierarchies; Protein families: signaling and cellular processes; Transporters
K02825,pyrimidine operon attenuation protein / uracil phosphoribosyltransferase [EC:2.4.2.9],Metabolism; Nucleotide metabolism; Pyrimidine metabolism | Brite Hierarchies; Protein families: genetic information processing; Transcription factors
K02834,ribosome-binding factor A,Brite Hierarchies; Protein families: genetic information processing; Ribosome biogenesis
K02835,peptide chain release factor 1,Brite Hierarchies; Protein families: genetic information processing; Translation factors
K02836,peptide chain release factor 2,Brite Hierarchies; Protein families: genetic information processing; Translation factors
K02837,peptide chain release factor 3,Brite Hierarchies; Protein families: genetic information processing; Translation factors
K02838,ribosome recycling factor,Brite Hierarchies; Protein families: genetic information processing; Translation factors
K02839,peptide chain release factor,Brite Hierarchies; Protein families: genetic information processing; Translation factors
K02841,heptosyltransferase I [EC:2.4.-.-],Metabolism; Glycan biosynthesis and metabolism; Lipopolysaccharide biosynthesis | Brite Hierarchies; Protein families: metabolism; Glycosyltransferases | Brite Hierarchies; Protein families: metabolism; Lipopolysaccharide biosynthesis proteins
K02843,heptosyltransferase II [EC:2.4.-.-],Metabolism; Glycan biosynthesis and metabolism; Lipopolysaccharide biosynthesis | Brite Hierarchies; Protein families: metabolism; Glycosyltransferases | Brite Hierarchies; Protein families: metabolism; Lipopolysaccharide biosynthesis proteins
K02844,"UDP-glucose:(heptosyl)LPS alpha-1,3-glucosyltransferase [EC:2.4.1.-]",Metabolism; Glycan biosynthesis and metabolism; Lipopolysaccharide biosynthesis | Brite Hierarchies; Protein families: metabolism; Glycosyltransferases | Brite Hierarchies; Protein families: metabolism; Lipopolysaccharide biosynthesis proteins
K02846,N-methyl-L-tryptophan oxidase [EC:1.5.3.-],Not Included in Pathway or Brite; Unclassified: metabolism; Enzymes with EC numbers
K02848,heptose I phosphotransferase [EC:2.7.1.-],Metabolism; Glycan biosynthesis and metabolism; Lipopolysaccharide biosynthesis | Brite Hierarchies; Protein families: metabolism; Lipopolysaccharide biosynthesis proteins
K02851,UDP-GlcNAc:undecaprenyl-phosphate/decaprenyl-phosphate GlcNAc-1-phosphate transferase [EC:2.7.8.33 2.7.8.35],Metabolism; Glycan biosynthesis and metabolism; Arabinogalactan biosynthesis - Mycobacterium | Brite Hierarchies; Protein families: metabolism; Glycosyltransferases | Brite Hierarchies; Protein families: metabolism; Lipopolysaccharide biosynthesis proteins
K02852,UDP-N-acetyl-D-mannosaminouronate:lipid I N-acetyl-D-mannosaminouronosyltransferase [EC:2.4.1.180],Brite Hierarchies; Protein families: metabolism; Glycosyltransferases
K02853,enterobacterial common antigen polymerase [EC:2.4.1.-],Brite Hierarchies; Protein families: metabolism; Glycosyltransferases
K02855,"AraC family transcriptional regulator, L-rhamnose operon regulatory protein RhaS",Brite Hierarchies; Protein families: genetic information processing; Transcription factors
K02860,16S rRNA processing protein RimM,Brite Hierarchies; Protein families: genetic information processing; Ribosome biogenesis
K02863,large subunit ribosomal protein L1,Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome
K02864,large subunit ribosomal protein L10,Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome
K02865,large subunit ribosomal protein L10Ae,Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome
K02866,large subunit ribosomal protein L10e,Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome
K02867,large subunit ribosomal protein L11,Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome
K02868,large subunit ribosomal protein L11e,Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome
K02870,large subunit ribosomal protein L12e,Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome
K02871,large subunit ribosomal protein L13,Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome
K02873,large subunit ribosomal protein L13e,Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome
K02874,large subunit ribosomal protein L14,Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome
K02876,large subunit ribosomal protein L15,Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome
K02878,large subunit ribosomal protein L16,Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome
K02879,large subunit ribosomal protein L17,Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome
K02881,large subunit ribosomal protein L18,Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome
K02883,large subunit ribosomal protein L18e,Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome
K02884,large subunit ribosomal protein L19,Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome
K02885,large subunit ribosomal protein L19e,Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome
K02886,large subunit ribosomal protein L2,Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome
K02887,large subunit ribosomal protein L20,Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome
K02888,large subunit ribosomal protein L21,Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome
K02889,large subunit ribosomal protein L21e,Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome
K02890,large subunit ribosomal protein L22,Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome
K02891,large subunit ribosomal protein L22e,Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome
K02892,large subunit ribosomal protein L23,Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome
K02893,large subunit ribosomal protein L23Ae,Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome
K02894,large subunit ribosomal protein L23e,Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome
K02895,large subunit ribosomal protein L24,Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome
K02896,large subunit ribosomal protein L24e,Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome
K02897,large subunit ribosomal protein L25,Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome
K02898,large subunit ribosomal protein L26e,Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome
K02899,large subunit ribosomal protein L27,Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome
K02901,large subunit ribosomal protein L27e,Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome
K02902,large subunit ribosomal protein L28,Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome
K02906,large subunit ribosomal protein L3,Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome
K02907,large subunit ribosomal protein L30,Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome
K02909,large subunit ribosomal protein L31,Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome
K02910,large subunit ribosomal protein L31e,Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome
K02911,large subunit ribosomal protein L32,Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Mitochondrial biogenesis
K02912,large subunit ribosomal protein L32e,Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome
K02913,large subunit ribosomal protein L33,Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome
K02914,large subunit ribosomal protein L34,Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome
K02915,large subunit ribosomal protein L34e,Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome
K02916,large subunit ribosomal protein L35,Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome
K02917,large subunit ribosomal protein L35Ae,Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome
K02918,large subunit ribosomal protein L35e,Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome
K02920,large subunit ribosomal protein L36e,Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome
K02921,large subunit ribosomal protein L37Ae,Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome
K02925,large subunit ribosomal protein L3e,Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome
K02926,large subunit ribosomal protein L4,Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome
K02927,large subunit ribosomal protein L40e,Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome
K02930,large subunit ribosomal protein L4e,Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome
K02931,large subunit ribosomal protein L5,Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome
K02932,large subunit ribosomal protein L5e,Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: metabolism; Protein phosphatases and associated proteins | Brite Hierarchies; Protein families: genetic information processing; Ribosome
K02933,large subunit ribosomal protein L6,Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome
K02934,large subunit ribosomal protein L6e,Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome
K02935,large subunit ribosomal protein L7/L12,Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome
K02936,large subunit ribosomal protein L7Ae,Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome biogenesis
K02937,large subunit ribosomal protein L7e,Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome
K02938,large subunit ribosomal protein L8e,Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome
K02939,large subunit ribosomal protein L9,Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome
K02940,large subunit ribosomal protein L9e,Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome
K02942,large subunit ribosomal protein LP1,Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome
K02945,small subunit ribosomal protein S1,Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome
K02946,small subunit ribosomal protein S10,Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome
K02947,small subunit ribosomal protein S10e,Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome
K02948,small subunit ribosomal protein S11,Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome
K02950,small subunit ribosomal protein S12,Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome
K02952,small subunit ribosomal protein S13,Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome
K02953,small subunit ribosomal protein S13e,Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome
K02954,small subunit ribosomal protein S14,Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome
K02955,small subunit ribosomal protein S14e,Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome
K02956,small subunit ribosomal protein S15,Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome
K02957,small subunit ribosomal protein S15Ae,Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome
K02958,small subunit ribosomal protein S15e,Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome
K02959,small subunit ribosomal protein S16,Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Mitochondrial biogenesis
K02960,small subunit ribosomal protein S16e,Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome
K02961,small subunit ribosomal protein S17,Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome
K02962,small subunit ribosomal protein S17e,Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome
K02963,small subunit ribosomal protein S18,Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome
K02964,small subunit ribosomal protein S18e,Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome
K02965,small subunit ribosomal protein S19,Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome
K02966,small subunit ribosomal protein S19e,Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome
K02967,small subunit ribosomal protein S2,Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome
K02968,small subunit ribosomal protein S20,Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome
K02970,small subunit ribosomal protein S21,Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome
K02973,small subunit ribosomal protein S23e,Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome
K02974,small subunit ribosomal protein S24e,Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome
K02975,small subunit ribosomal protein S25e,Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome
K02977,small subunit ribosomal protein S27Ae,Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome | Brite Hierarchies; Protein families: signaling and cellular processes; Exosome
K02980,small subunit ribosomal protein S29e,Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome
K02981,small subunit ribosomal protein S2e,Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome
K02982,small subunit ribosomal protein S3,Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome
K02984,small subunit ribosomal protein S3Ae,Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome
K02985,small subunit ribosomal protein S3e,Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome
K02986,small subunit ribosomal protein S4,Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome
K02987,small subunit ribosomal protein S4e,Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome
K02988,small subunit ribosomal protein S5,Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome
K02989,small subunit ribosomal protein S5e,Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome
K02990,small subunit ribosomal protein S6,Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Mitochondrial biogenesis
K02992,small subunit ribosomal protein S7,Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome
K02993,small subunit ribosomal protein S7e,Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome
K02994,small subunit ribosomal protein S8,Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome
K02996,small subunit ribosomal protein S9,Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome
K02997,small subunit ribosomal protein S9e,Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome
K02998,small subunit ribosomal protein SAe,Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome
K02999,DNA-directed RNA polymerase I subunit RPA1 [EC:2.7.7.6],Genetic Information Processing; Transcription; RNA polymerase | Brite Hierarchies; Protein families: genetic information processing; Transcription machinery
K03002,DNA-directed RNA polymerase I subunit RPA2 [EC:2.7.7.6],Genetic Information Processing; Transcription; RNA polymerase | Brite Hierarchies; Protein families: genetic information processing; Transcription machinery
K03006,DNA-directed RNA polymerase II subunit RPB1 [EC:2.7.7.6],Genetic Information Processing; Transcription; RNA polymerase | Human Diseases; Neurodegenerative diseases; Huntington disease | Human Diseases; Infectious diseases: Viral; Herpes simplex infection | Brite Hierarchies; Protein families: genetic information processing; Transcription machinery | Brite Hierarchies; Protein families: genetic information processing; DNA repair and recombination proteins
K03011,DNA-directed RNA polymerase II subunit RPB3,Genetic Information Processing; Transcription; RNA polymerase | Human Diseases; Neurodegenerative diseases; Huntington disease | Brite Hierarchies; Protein families: genetic information processing; Transcription machinery | Brite Hierarchies; Protein families: genetic information processing; DNA repair and recombination proteins
K03018,DNA-directed RNA polymerase III subunit RPC1 [EC:2.7.7.6],Genetic Information Processing; Transcription; RNA polymerase | Organismal Systems; Immune system; Cytosolic DNA-sensing pathway | Brite Hierarchies; Protein families: genetic information processing; Transcription machinery
K03021,DNA-directed RNA polymerase III subunit RPC2 [EC:2.7.7.6],Genetic Information Processing; Transcription; RNA polymerase | Organismal Systems; Immune system; Cytosolic DNA-sensing pathway | Brite Hierarchies; Protein families: genetic information processing; Transcription machinery
K03029,26S proteasome regulatory subunit N10,"Genetic Information Processing; Folding, sorting and degradation; Proteasome | Human Diseases; Infectious diseases: Viral; Epstein-Barr virus infection | Brite Hierarchies; Protein families: genetic information processing; Proteasome"
K03030,26S proteasome regulatory subunit N11,"Genetic Information Processing; Folding, sorting and degradation; Proteasome | Human Diseases; Infectious diseases: Viral; Epstein-Barr virus infection | Brite Hierarchies; Protein families: metabolism; Peptidases | Brite Hierarchies; Protein families: genetic information processing; Ubiquitin system | Brite Hierarchies; Protein families: genetic information processing; Proteasome"
K03032,26S proteasome regulatory subunit N2,"Genetic Information Processing; Folding, sorting and degradation; Proteasome | Human Diseases; Infectious diseases: Viral; Epstein-Barr virus infection | Brite Hierarchies; Protein families: genetic information processing; Proteasome"
K03033,26S proteasome regulatory subunit N3,"Genetic Information Processing; Folding, sorting and degradation; Proteasome | Human Diseases; Infectious diseases: Viral; Epstein-Barr virus infection | Brite Hierarchies; Protein families: genetic information processing; Proteasome"
K03039,26S proteasome regulatory subunit N9,"Genetic Information Processing; Folding, sorting and degradation; Proteasome | Human Diseases; Infectious diseases: Viral; Epstein-Barr virus infection | Brite Hierarchies; Protein families: genetic information processing; Proteasome"
K03040,DNA-directed RNA polymerase subunit alpha [EC:2.7.7.6],Genetic Information Processing; Transcription; RNA polymerase | Brite Hierarchies; Protein families: genetic information processing; Transcription machinery | Brite Hierarchies; Protein families: genetic information processing; DNA repair and recombination proteins
K03043,DNA-directed RNA polymerase subunit beta [EC:2.7.7.6],Genetic Information Processing; Transcription; RNA polymerase | Brite Hierarchies; Protein families: genetic information processing; Transcription machinery | Brite Hierarchies; Protein families: genetic information processing; DNA repair and recombination proteins
K03046,DNA-directed RNA polymerase subunit beta' [EC:2.7.7.6],Genetic Information Processing; Transcription; RNA polymerase | Brite Hierarchies; Protein families: genetic information processing; Transcription machinery | Brite Hierarchies; Protein families: genetic information processing; DNA repair and recombination proteins
K03060,DNA-directed RNA polymerase subunit omega [EC:2.7.7.6],Genetic Information Processing; Transcription; RNA polymerase | Brite Hierarchies; Protein families: genetic information processing; Transcription machinery | Brite Hierarchies; Protein families: genetic information processing; DNA repair and recombination proteins
K03061,26S proteasome regulatory subunit T1,"Genetic Information Processing; Folding, sorting and degradation; Proteasome | Human Diseases; Infectious diseases: Viral; Epstein-Barr virus infection | Brite Hierarchies; Protein families: genetic information processing; Proteasome"
K03062,26S proteasome regulatory subunit T2,"Genetic Information Processing; Folding, sorting and degradation; Proteasome | Human Diseases; Cancers: Overview; Viral carcinogenesis | Human Diseases; Infectious diseases: Viral; Epstein-Barr virus infection | Human Diseases; Infectious diseases: Viral; Human papillomavirus infection | Brite Hierarchies; Protein families: genetic information processing; Proteasome"
K03063,26S proteasome regulatory subunit T3,"Genetic Information Processing; Folding, sorting and degradation; Proteasome | Human Diseases; Infectious diseases: Viral; Epstein-Barr virus infection | Brite Hierarchies; Protein families: genetic information processing; Proteasome"
K03064,26S proteasome regulatory subunit T4,"Genetic Information Processing; Folding, sorting and degradation; Proteasome | Human Diseases; Infectious diseases: Viral; Epstein-Barr virus infection | Brite Hierarchies; Protein families: genetic information processing; Proteasome"
K03065,26S proteasome regulatory subunit T5,"Genetic Information Processing; Folding, sorting and degradation; Proteasome | Human Diseases; Infectious diseases: Viral; Epstein-Barr virus infection | Brite Hierarchies; Protein families: genetic information processing; Proteasome"
K03066,26S proteasome regulatory subunit T6,"Genetic Information Processing; Folding, sorting and degradation; Proteasome | Human Diseases; Infectious diseases: Viral; Epstein-Barr virus infection | Brite Hierarchies; Protein families: genetic information processing; Proteasome"
K03070,preprotein translocase subunit SecA,"Genetic Information Processing; Folding, sorting and degradation; Protein export | Environmental Information Processing; Membrane transport; Bacterial secretion system | Cellular Processes; Cellular community - prokaryotes; Quorum sensing | Brite Hierarchies; Protein families: signaling and cellular processes; Secretion system"
K03071,preprotein translocase subunit SecB,"Genetic Information Processing; Folding, sorting and degradation; Protein export | Environmental Information Processing; Membrane transport; Bacterial secretion system | Cellular Processes; Cellular community - prokaryotes; Quorum sensing | Brite Hierarchies; Protein families: genetic information processing; Chaperones and folding catalysts | Brite Hierarchies; Protein families: signaling and cellular processes; Secretion system"
K03072,preprotein translocase subunit SecD,"Genetic Information Processing; Folding, sorting and degradation; Protein export | Environmental Information Processing; Membrane transport; Bacterial secretion system | Brite Hierarchies; Protein families: signaling and cellular processes; Secretion system"
K03073,preprotein translocase subunit SecE,"Genetic Information Processing; Folding, sorting and degradation; Protein export | Environmental Information Processing; Membrane transport; Bacterial secretion system | Cellular Processes; Cellular community - prokaryotes; Quorum sensing | Brite Hierarchies; Protein families: signaling and cellular processes; Secretion system"
K03074,preprotein translocase subunit SecF,"Genetic Information Processing; Folding, sorting and degradation; Protein export | Environmental Information Processing; Membrane transport; Bacterial secretion system | Brite Hierarchies; Protein families: signaling and cellular processes; Secretion system"
K03075,preprotein translocase subunit SecG,"Genetic Information Processing; Folding, sorting and degradation; Protein export | Environmental Information Processing; Membrane transport; Bacterial secretion system | Cellular Processes; Cellular community - prokaryotes; Quorum sensing | Brite Hierarchies; Protein families: signaling and cellular processes; Secretion system"
K03076,preprotein translocase subunit SecY,"Genetic Information Processing; Folding, sorting and degradation; Protein export | Environmental Information Processing; Membrane transport; Bacterial secretion system | Cellular Processes; Cellular community - prokaryotes; Quorum sensing | Brite Hierarchies; Protein families: signaling and cellular processes; Secretion system"
K03079,L-ribulose-5-phosphate 3-epimerase [EC:5.1.3.22],Metabolism; Carbohydrate metabolism; Pentose and glucuronate interconversions | Metabolism; Carbohydrate metabolism; Ascorbate and aldarate metabolism
